id_exutoire;label;type;description;id_dechet;nom_dechet;famille_dechet
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;718;Housse d'ordinateur;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;726;Imperméable;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;739;Jean;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;751;Jupe;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;755;K-way;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;756;Lacet;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;770;Lange pour bébé;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;796;Linge de maison;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;797;Lingerie;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;827;Maillot de bain;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;840;Manteau;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;846;Maroquinerie;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;884;Mocassin;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;888;Moonboot;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;893;Morceau de tissu;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;897;Mouchoir en tissu;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;898;Moufle;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;909;Nappe en tissu;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;924;Nu-Pied;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;925;Nylon;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;962;Panière en textile;Vie domestique
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;972;Pantalon;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;973;Pantoufle;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;994;Parka;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;1011;Peignoir;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;1020;Peluche;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;1065;Plaid;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;1088;Pochette en textile;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;1099;Polo;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;1115;Portefeuille;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;1116;Porte-Monnaie;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;1156;Pull;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;1191;Rideau en tissu;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;1193;Robe de chambre;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;1194;Robe en tissu;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;1215;Sac à main;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;1216;Sac de couchage;Sport
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;1224;Sacoche;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;1230;Sandale;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;1252;Semelle;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;1255;Serpillère;Vie domestique
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;1257;Serviette de bain;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;1262;Short;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;1266;Slip;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;1280;Soutien gorge;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;1286;String;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;1299;Tablier;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;1303;Tailleur;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;1311;Tanga;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;1315;Tapis de douche;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;1330;Textile;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;1354;Torchon;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;1373;Trousse en textile;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;1375;T-Shirt;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;1397;Velcro;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;1408;Veste;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;1409;Vêtement en cuir;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;1410;Vêtement en daim;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;1412;Vêtement pour enfant;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;1413;Vêtement textile;Textiles d'habillement, linge de maison et chaussures
5;Borne textile;Exutoire;Afin de récupérer les textiles usagés ou que vous ne portez plus, des bornes de récupération des textiles sont présentes près de chez vous.;1414;Vêtements sales;Textiles d'habillement, linge de maison et chaussures
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;3;Abricot;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;13;Agitateur en bois;Bois
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;17;Agrume;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;18;Aiguille de conifère;Végétaux
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;21;Ail;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;23;Airelle;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;28;Aliment compostable;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;33;Amande;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;45;Ananas;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;60;Arbre;Végétaux
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;61;Arbre de noël;Végétaux
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;62;Arbuste;Végétaux
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;71;Artichaut;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;72;Asperge;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;81;Aubergine;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;84;Avocat;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;114;Banane;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;144;Bergamote;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;148;Betterave;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;156;Bigaradier;Végétaux
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;166;Blette;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;235;Brocoli;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;261;Café;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;281;Canneberge;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;289;Carambole;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;292;Carotte;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;298;Carton;Papier carton
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;315;Cassis;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;319;Cédrat;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;323;Céleri;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;329;Cerise;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;334;Champignon;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;344;Châtaigne;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;369;Choux;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;383;Citron;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;384;Citrouille;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;396;Clémentine;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;404;Coing;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;418;Concombre;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;426;Copeaux de bois;Bois
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;428;Coquille de fruits;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;430;Coquille d'œuf;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;440;Courge;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;441;Courgette;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;448;Couvercle en bois;Bois
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;452;Couverts en bois/bambou;Bois
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;458;Cranberry;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;488;Cyprès;Végétaux
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;493;Déchet de jardin;Végétaux
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;497;Déchet vert;Végétaux
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;502;Denrée alimentaire;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;527;Dosette de café souple;Vie domestique
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;540;Échalote;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;570;Endive;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;576;Épinard;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;580;Épluchures;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;588;Essuie-Tout;Papier carton
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;606;Fenouil;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;611;Feuillage;Végétaux
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;612;Feuille végétale;Végétaux
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;613;Feuilles de thé;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;614;Feuilles végétales;Végétaux
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;618;Fève;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;622;Figue;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;629;Filtre de café/thé;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;635;Flageolets;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;637;Fleur naturelle;Végétaux
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;647;Fraise;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;652;Fruit;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;666;Gazon naturel;Végétaux
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;669;Gerbe de fleurs;Végétaux
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;671;Gingembre;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;683;Goyave;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;688;Grenade;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;692;Griotte;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;697;Groseille;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;709;Herbe;Végétaux
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;725;Igname;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;753;Kiwi;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;754;Kumquat;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;775;Laurier;Végétaux
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;786;Légume;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;787;Lentille alimentaire;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;809;Litchi;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;813;Longane;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;834;Mandarine;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;836;Mangoustan;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;837;Mangue;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;838;Manguier;Végétaux
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;839;Manioc;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;843;Marc de café;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;848;Marron;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;868;Melon;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;874;Mineola;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;877;Mirabelle;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;905;Mûre;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;906;Myrtille;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;910;Navet;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;911;Nectarine;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;920;Noisette;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;921;Noix;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;930;Oignon;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;931;Olive;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;938;Orange;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;939;Orange sanguine;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;945;Oseille;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;952;Paille en bambou;Vie domestique
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;958;Pamplemousse;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;959;Panais;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;974;Papaye;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;997;Pastèque;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;1001;Patate;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;1004;Pate alimentaire;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;1008;Peau de banane;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;1009;Peau de fruit;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;1018;Pelouse naturelle;Végétaux
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;1044;Pignon de pin;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;1058;Pistache;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;1071;Plante;Végétaux
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;1095;Poire;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;1096;Poireau;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;1098;Poivron;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;1103;Pomelo;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;1104;Pomme;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;1105;Pomme de terre;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;1134;Potimarron;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;1135;Potiron;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;1155;Prune;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;1169;Radis;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;1170;Raisin;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;1186;Restes alimentaires;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;1189;Rhubarbe;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;1203;Roquette;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;1213;Rutabaga;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;1223;Sachet de the;Vie domestique
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;1225;Salade;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;1229;Salsifis;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;1242;Sciure;Végétaux
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;1290;Sudachi;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;1307;Tamarin;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;1312;Tangelo;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;1313;Tangerine;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;1314;Tangor;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;1352;Topinambour;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;1355;Touillette en bois;Vie domestique
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;1386;Ugli;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;1395;Végétal;Végétaux
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;1440;Yuzu;Alimentation
6;Composteur;Exutoire;Ce déchet peut être composté. Il deviendra alors une ressource !!;1443;Rognures d'ongles;Divers
